ID,대출등급
TEST_19420,C
TEST_19421,B
TEST_19422,A
TEST_19423,B
TEST_19424,C
TEST_19425,C
TEST_19426,B
TEST_19427,A
TEST_19428,C
TEST_19429,B
TEST_19430,F
TEST_19431,B
TEST_19432,B
TEST_19433,B
TEST_19434,B
TEST_19435,B
TEST_19436,E
TEST_19437,C
TEST_19438,C
TEST_19439,B
TEST_19440,C
TEST_19441,B
TEST_19442,A
TEST_19443,B
TEST_19444,C
TEST_19445,C
TEST_19446,B
TEST_19447,B
TEST_19448,A
TEST_19449,C
TEST_19450,A
TEST_19451,B
TEST_19452,B
TEST_19453,C
TEST_19454,B
TEST_19455,C
TEST_19456,C
TEST_19457,A
TEST_19458,E
TEST_19459,A
TEST_19460,A
TEST_19461,D
TEST_19462,D
TEST_19463,B
TEST_19464,B
TEST_19465,A
TEST_19466,C
TEST_19467,C
TEST_19468,C
TEST_19469,B
TEST_19470,E
TEST_19471,A
TEST_19472,B
TEST_19473,D
TEST_19474,B
TEST_19475,A
TEST_19476,A
TEST_19477,C
TEST_19478,C
TEST_19479,B
TEST_19480,B
TEST_19481,D
TEST_19482,F
TEST_19483,A
TEST_19484,C
TEST_19485,C
TEST_19486,C
TEST_19487,B
TEST_19488,C
TEST_19489,A
TEST_19490,B
TEST_19491,B
TEST_19492,B
TEST_19493,A
TEST_19494,E
TEST_19495,A
TEST_19496,B
TEST_19497,B
TEST_19498,A
TEST_19499,C
TEST_19500,A
TEST_19501,E
TEST_19502,E
TEST_19503,F
TEST_19504,B
TEST_19505,B
TEST_19506,B
TEST_19507,A
TEST_19508,C
TEST_19509,A
TEST_19510,B
TEST_19511,A
TEST_19512,B
TEST_19513,C
TEST_19514,B
TEST_19515,E
TEST_19516,A
TEST_19517,D
TEST_19518,B
TEST_19519,A
TEST_19520,B
TEST_19521,A
TEST_19522,A
TEST_19523,B
TEST_19524,B
TEST_19525,C
TEST_19526,A
TEST_19527,B
TEST_19528,B
TEST_19529,C
TEST_19530,D
TEST_19531,A
TEST_19532,B
TEST_19533,A
TEST_19534,B
TEST_19535,B
TEST_19536,E
TEST_19537,C
TEST_19538,C
TEST_19539,B
TEST_19540,B
TEST_19541,C
TEST_19542,D
TEST_19543,A
TEST_19544,D
TEST_19545,F
TEST_19546,B
TEST_19547,A
TEST_19548,C
TEST_19549,B
TEST_19550,B
TEST_19551,C
TEST_19552,B
TEST_19553,B
TEST_19554,C
TEST_19555,B
TEST_19556,B
TEST_19557,A
TEST_19558,C
TEST_19559,B
TEST_19560,D
TEST_19561,C
TEST_19562,B
TEST_19563,C
TEST_19564,B
TEST_19565,B
TEST_19566,A
TEST_19567,B
TEST_19568,B
TEST_19569,C
TEST_19570,C
TEST_19571,C
TEST_19572,D
TEST_19573,B
TEST_19574,B
TEST_19575,C
TEST_19576,C
TEST_19577,A
TEST_19578,B
TEST_19579,B
TEST_19580,B
TEST_19581,B
TEST_19582,D
TEST_19583,D
TEST_19584,B
TEST_19585,C
TEST_19586,A
TEST_19587,A
TEST_19588,B
TEST_19589,B
TEST_19590,B
TEST_19591,F
TEST_19592,A
TEST_19593,B
TEST_19594,A
TEST_19595,D
TEST_19596,F
TEST_19597,B
TEST_19598,C
TEST_19599,C
TEST_19600,B
TEST_19601,B
TEST_19602,C
TEST_19603,B
TEST_19604,B
TEST_19605,B
TEST_19606,C
TEST_19607,B
TEST_19608,B
TEST_19609,F
TEST_19610,B
TEST_19611,B
TEST_19612,C
TEST_19613,F
TEST_19614,A
TEST_19615,C
TEST_19616,A
TEST_19617,B
TEST_19618,C
TEST_19619,C
TEST_19620,C
TEST_19621,B
TEST_19622,A
TEST_19623,C
TEST_19624,A
TEST_19625,A
TEST_19626,A
TEST_19627,C
TEST_19628,B
TEST_19629,C
TEST_19630,D
TEST_19631,A
TEST_19632,F
TEST_19633,D
TEST_19634,B
TEST_19635,B
TEST_19636,E
TEST_19637,B
TEST_19638,C
TEST_19639,C
TEST_19640,C
TEST_19641,B
TEST_19642,A
TEST_19643,D
TEST_19644,A
TEST_19645,B
TEST_19646,F
TEST_19647,C
TEST_19648,A
TEST_19649,B
TEST_19650,C
TEST_19651,B
TEST_19652,B
TEST_19653,A
TEST_19654,B
TEST_19655,B
TEST_19656,D
TEST_19657,C
TEST_19658,B
TEST_19659,E
TEST_19660,B
TEST_19661,B
TEST_19662,A
TEST_19663,B
TEST_19664,B
TEST_19665,C
TEST_19666,C
TEST_19667,B
TEST_19668,C
TEST_19669,A
TEST_19670,D
TEST_19671,E
TEST_19672,B
TEST_19673,B
TEST_19674,B
TEST_19675,C
TEST_19676,B
TEST_19677,B
TEST_19678,B
TEST_19679,D
TEST_19680,D
TEST_19681,B
TEST_19682,B
TEST_19683,A
TEST_19684,B
TEST_19685,A
TEST_19686,F
TEST_19687,C
TEST_19688,B
TEST_19689,A
TEST_19690,A
TEST_19691,A
TEST_19692,D
TEST_19693,C
TEST_19694,C
TEST_19695,A
TEST_19696,B
TEST_19697,C
TEST_19698,B
TEST_19699,A
TEST_19700,C
TEST_19701,B
TEST_19702,B
TEST_19703,D
TEST_19704,C
TEST_19705,B
TEST_19706,C
TEST_19707,F
TEST_19708,A
TEST_19709,A
TEST_19710,C
TEST_19711,B
TEST_19712,B
TEST_19713,A
TEST_19714,C
TEST_19715,B
TEST_19716,B
TEST_19717,C
TEST_19718,B
TEST_19719,C
TEST_19720,C
TEST_19721,B
TEST_19722,C
TEST_19723,B
TEST_19724,B
TEST_19725,D
TEST_19726,B
TEST_19727,B
TEST_19728,C
TEST_19729,C
TEST_19730,A
TEST_19731,D
TEST_19732,A
TEST_19733,C
TEST_19734,D
TEST_19735,A
TEST_19736,F
TEST_19737,C
TEST_19738,C
TEST_19739,B
TEST_19740,B
TEST_19741,F
TEST_19742,D
TEST_19743,B
TEST_19744,D
TEST_19745,A
TEST_19746,C
TEST_19747,B
TEST_19748,B
TEST_19749,C
TEST_19750,B
TEST_19751,B
TEST_19752,E
TEST_19753,A
TEST_19754,C
TEST_19755,B
TEST_19756,C
TEST_19757,A
TEST_19758,C
TEST_19759,D
TEST_19760,B
TEST_19761,C
TEST_19762,A
TEST_19763,A
TEST_19764,A
TEST_19765,C
TEST_19766,A
TEST_19767,C
TEST_19768,B
TEST_19769,B
TEST_19770,A
TEST_19771,F
TEST_19772,C
TEST_19773,C
TEST_19774,B
TEST_19775,A
TEST_19776,C
TEST_19777,B
TEST_19778,B
TEST_19779,B
TEST_19780,B
TEST_19781,C
TEST_19782,B
TEST_19783,A
TEST_19784,C
TEST_19785,B
TEST_19786,B
TEST_19787,B
TEST_19788,B
TEST_19789,A
TEST_19790,F
TEST_19791,B
TEST_19792,F
TEST_19793,C
TEST_19794,F
TEST_19795,A
TEST_19796,D
TEST_19797,D
TEST_19798,B
TEST_19799,A
TEST_19800,A
TEST_19801,C
TEST_19802,C
TEST_19803,B
TEST_19804,C
TEST_19805,A
TEST_19806,B
TEST_19807,B
TEST_19808,C
TEST_19809,F
TEST_19810,F
TEST_19811,A
TEST_19812,C
TEST_19813,D
TEST_19814,D
TEST_19815,B
TEST_19816,C
TEST_19817,D
TEST_19818,B
TEST_19819,B
TEST_19820,C
TEST_19821,B
TEST_19822,A
TEST_19823,C
TEST_19824,B
TEST_19825,A
TEST_19826,C
TEST_19827,B
TEST_19828,D
TEST_19829,B
TEST_19830,B
TEST_19831,B
TEST_19832,C
TEST_19833,E
TEST_19834,F
TEST_19835,C
TEST_19836,F
TEST_19837,B
TEST_19838,B
TEST_19839,B
TEST_19840,A
TEST_19841,C
TEST_19842,B
TEST_19843,B
TEST_19844,B
TEST_19845,B
TEST_19846,F
TEST_19847,C
TEST_19848,D
TEST_19849,B
TEST_19850,B
TEST_19851,C
TEST_19852,A
TEST_19853,A
TEST_19854,C
TEST_19855,B
TEST_19856,C
TEST_19857,B
TEST_19858,B
TEST_19859,E
TEST_19860,B
TEST_19861,B
TEST_19862,B
TEST_19863,C
TEST_19864,G
TEST_19865,B
TEST_19866,B
TEST_19867,C
TEST_19868,B
TEST_19869,C
TEST_19870,B
TEST_19871,A
TEST_19872,C
TEST_19873,B
TEST_19874,C
TEST_19875,B
TEST_19876,B
TEST_19877,B
TEST_19878,B
TEST_19879,C
TEST_19880,F
TEST_19881,C
TEST_19882,C
TEST_19883,B
TEST_19884,B
TEST_19885,B
TEST_19886,E
TEST_19887,B
TEST_19888,A
TEST_19889,B
TEST_19890,F
TEST_19891,B
TEST_19892,A
TEST_19893,B
TEST_19894,B
TEST_19895,B
TEST_19896,B
TEST_19897,C
TEST_19898,D
TEST_19899,C
TEST_19900,C
TEST_19901,B
TEST_19902,A
TEST_19903,E
TEST_19904,A
TEST_19905,B
TEST_19906,B
TEST_19907,A
TEST_19908,E
TEST_19909,B
TEST_19910,E
TEST_19911,B
TEST_19912,E
TEST_19913,C
TEST_19914,A
TEST_19915,B
TEST_19916,B
TEST_19917,B
TEST_19918,A
TEST_19919,A
TEST_19920,A
TEST_19921,F
TEST_19922,A
TEST_19923,C
TEST_19924,B
TEST_19925,B
TEST_19926,A
TEST_19927,C
TEST_19928,E
TEST_19929,C
TEST_19930,C
TEST_19931,B
TEST_19932,B
TEST_19933,C
TEST_19934,B
TEST_19935,B
TEST_19936,C
TEST_19937,B
TEST_19938,B
TEST_19939,C
TEST_19940,C
TEST_19941,B
TEST_19942,E
TEST_19943,C
TEST_19944,E
TEST_19945,B
TEST_19946,F
TEST_19947,B
TEST_19948,A
TEST_19949,B
TEST_19950,B
TEST_19951,F
TEST_19952,D
TEST_19953,C
TEST_19954,B
TEST_19955,B
TEST_19956,B
TEST_19957,B
TEST_19958,A
TEST_19959,B
TEST_19960,C
TEST_19961,A
TEST_19962,B
TEST_19963,F
TEST_19964,A
TEST_19965,B
TEST_19966,B
TEST_19967,B
TEST_19968,C
TEST_19969,C
TEST_19970,B
TEST_19971,C
TEST_19972,A
TEST_19973,B
TEST_19974,C
TEST_19975,D
TEST_19976,F
TEST_19977,E
TEST_19978,B
TEST_19979,B
TEST_19980,C
TEST_19981,C
TEST_19982,B
TEST_19983,B
TEST_19984,B
TEST_19985,B
TEST_19986,A
TEST_19987,C
TEST_19988,D
TEST_19989,B
TEST_19990,A
TEST_19991,B
TEST_19992,C
TEST_19993,C
TEST_19994,B
TEST_19995,D
TEST_19996,B
TEST_19997,B
TEST_19998,D
TEST_19999,A
TEST_20000,D
TEST_20001,F
TEST_20002,E
TEST_20003,C
TEST_20004,A
TEST_20005,B
TEST_20006,B
TEST_20007,A
TEST_20008,B
TEST_20009,C
TEST_20010,D
TEST_20011,B
TEST_20012,A
TEST_20013,B
TEST_20014,A
TEST_20015,B
TEST_20016,B
TEST_20017,B
TEST_20018,C
TEST_20019,E
TEST_20020,E
TEST_20021,C
TEST_20022,F
TEST_20023,B
TEST_20024,A
TEST_20025,D
TEST_20026,B
TEST_20027,B
TEST_20028,F
TEST_20029,B
TEST_20030,C
TEST_20031,B
TEST_20032,B
TEST_20033,D
TEST_20034,B
TEST_20035,F
TEST_20036,F
TEST_20037,D
TEST_20038,C
TEST_20039,C
TEST_20040,E
TEST_20041,B
TEST_20042,B
TEST_20043,B
TEST_20044,B
TEST_20045,C
TEST_20046,B
TEST_20047,C
TEST_20048,B
TEST_20049,C
TEST_20050,B
TEST_20051,B
TEST_20052,B
TEST_20053,B
TEST_20054,A
TEST_20055,B
TEST_20056,C
TEST_20057,B
TEST_20058,B
TEST_20059,B
TEST_20060,B
TEST_20061,E
TEST_20062,B
TEST_20063,C
TEST_20064,A
TEST_20065,C
TEST_20066,D
TEST_20067,C
TEST_20068,C
TEST_20069,B
TEST_20070,B
TEST_20071,C
TEST_20072,F
TEST_20073,B
TEST_20074,B
TEST_20075,A
TEST_20076,B
TEST_20077,C
TEST_20078,A
TEST_20079,B
TEST_20080,F
TEST_20081,C
TEST_20082,B
TEST_20083,B
TEST_20084,F
TEST_20085,A
TEST_20086,C
TEST_20087,B
TEST_20088,C
TEST_20089,B
TEST_20090,E
TEST_20091,B
TEST_20092,C
TEST_20093,B
TEST_20094,C
TEST_20095,A
TEST_20096,B
TEST_20097,B
TEST_20098,D
TEST_20099,B
TEST_20100,A
TEST_20101,C
TEST_20102,B
TEST_20103,C
TEST_20104,F
TEST_20105,F
TEST_20106,C
TEST_20107,B
TEST_20108,B
TEST_20109,B
TEST_20110,B
TEST_20111,C
TEST_20112,C
TEST_20113,F
TEST_20114,E
TEST_20115,B
TEST_20116,C
TEST_20117,B
TEST_20118,C
TEST_20119,G
TEST_20120,A
TEST_20121,C
TEST_20122,F
TEST_20123,C
TEST_20124,C
TEST_20125,A
TEST_20126,D
TEST_20127,B
TEST_20128,B
TEST_20129,B
TEST_20130,F
TEST_20131,B
TEST_20132,C
TEST_20133,C
TEST_20134,B
TEST_20135,C
TEST_20136,C
TEST_20137,B
TEST_20138,C
TEST_20139,B
TEST_20140,A
TEST_20141,B
TEST_20142,E
TEST_20143,A
TEST_20144,B
TEST_20145,B
TEST_20146,B
TEST_20147,B
TEST_20148,A
TEST_20149,A
TEST_20150,B
TEST_20151,B
TEST_20152,B
TEST_20153,F
TEST_20154,D
TEST_20155,C
TEST_20156,C
TEST_20157,B
TEST_20158,A
TEST_20159,E
TEST_20160,B
TEST_20161,B
TEST_20162,F
TEST_20163,A
TEST_20164,A
TEST_20165,B
TEST_20166,C
TEST_20167,B
TEST_20168,D
TEST_20169,B
TEST_20170,D
TEST_20171,B
TEST_20172,B
TEST_20173,A
TEST_20174,B
TEST_20175,A
TEST_20176,B
TEST_20177,B
TEST_20178,C
TEST_20179,B
TEST_20180,A
TEST_20181,F
TEST_20182,C
TEST_20183,B
TEST_20184,E
TEST_20185,C
TEST_20186,B
TEST_20187,B
TEST_20188,B
TEST_20189,B
TEST_20190,B
TEST_20191,B
TEST_20192,B
TEST_20193,F
TEST_20194,B
TEST_20195,A
TEST_20196,B
TEST_20197,D
TEST_20198,C
TEST_20199,D
TEST_20200,C
TEST_20201,C
TEST_20202,C
TEST_20203,C
TEST_20204,B
TEST_20205,B
TEST_20206,B
TEST_20207,D
TEST_20208,B
TEST_20209,C
TEST_20210,B
TEST_20211,A
TEST_20212,C
TEST_20213,B
TEST_20214,B
TEST_20215,A
TEST_20216,C
TEST_20217,A
TEST_20218,A
TEST_20219,A
TEST_20220,D
TEST_20221,B
TEST_20222,C
TEST_20223,D
TEST_20224,F
TEST_20225,E
TEST_20226,E
TEST_20227,B
TEST_20228,F
TEST_20229,A
TEST_20230,F
TEST_20231,C
TEST_20232,A
TEST_20233,B
TEST_20234,A
TEST_20235,C
TEST_20236,C
TEST_20237,A
TEST_20238,C
TEST_20239,A
TEST_20240,A
TEST_20241,B
TEST_20242,C
TEST_20243,A
TEST_20244,B
TEST_20245,C
TEST_20246,A
TEST_20247,D
TEST_20248,E
TEST_20249,C
TEST_20250,A
TEST_20251,C
TEST_20252,C
TEST_20253,B
TEST_20254,B
TEST_20255,E
TEST_20256,D
TEST_20257,E
TEST_20258,C
TEST_20259,C
TEST_20260,E
TEST_20261,E
TEST_20262,A
TEST_20263,F
TEST_20264,B
TEST_20265,A
TEST_20266,C
TEST_20267,C
TEST_20268,F
TEST_20269,B
TEST_20270,A
TEST_20271,A
TEST_20272,B
TEST_20273,B
TEST_20274,A
TEST_20275,A
TEST_20276,A
TEST_20277,B
TEST_20278,B
TEST_20279,B
TEST_20280,B
TEST_20281,C
TEST_20282,B
TEST_20283,B
TEST_20284,C
TEST_20285,A
TEST_20286,A
TEST_20287,F
TEST_20288,B
TEST_20289,B
TEST_20290,B
TEST_20291,F
TEST_20292,B
TEST_20293,A
TEST_20294,C
TEST_20295,C
TEST_20296,B
TEST_20297,C
TEST_20298,D
TEST_20299,E
TEST_20300,B
TEST_20301,A
TEST_20302,B
TEST_20303,A
TEST_20304,B
TEST_20305,C
TEST_20306,B
TEST_20307,D
TEST_20308,C
TEST_20309,B
TEST_20310,A
TEST_20311,F
TEST_20312,B
TEST_20313,F
TEST_20314,B
TEST_20315,B
TEST_20316,F
TEST_20317,E
TEST_20318,D
TEST_20319,A
TEST_20320,C
TEST_20321,A
TEST_20322,A
TEST_20323,C
TEST_20324,D
TEST_20325,A
TEST_20326,B
TEST_20327,B
TEST_20328,C
TEST_20329,B
TEST_20330,B
TEST_20331,B
TEST_20332,C
TEST_20333,A
TEST_20334,A
TEST_20335,C
TEST_20336,C
TEST_20337,B
TEST_20338,A
TEST_20339,B
TEST_20340,B
TEST_20341,B
TEST_20342,B
TEST_20343,B
TEST_20344,D
TEST_20345,C
TEST_20346,B
TEST_20347,C
TEST_20348,A
TEST_20349,B
TEST_20350,B
TEST_20351,B
TEST_20352,C
TEST_20353,B
TEST_20354,B
TEST_20355,B
TEST_20356,C
TEST_20357,C
TEST_20358,E
TEST_20359,B
TEST_20360,B
TEST_20361,F
TEST_20362,C
TEST_20363,B
TEST_20364,A
TEST_20365,C
TEST_20366,B
TEST_20367,F
TEST_20368,C
TEST_20369,F
TEST_20370,C
TEST_20371,C
TEST_20372,C
TEST_20373,A
TEST_20374,A
TEST_20375,B
TEST_20376,B
TEST_20377,B
TEST_20378,C
TEST_20379,A
TEST_20380,C
TEST_20381,E
TEST_20382,A
TEST_20383,A
TEST_20384,C
TEST_20385,B
TEST_20386,C
TEST_20387,A
TEST_20388,A
TEST_20389,F
TEST_20390,A
TEST_20391,D
TEST_20392,C
TEST_20393,B
TEST_20394,A
TEST_20395,B
TEST_20396,B
TEST_20397,B
TEST_20398,C
TEST_20399,E
TEST_20400,B
TEST_20401,B
TEST_20402,B
TEST_20403,A
TEST_20404,B
TEST_20405,F
TEST_20406,C
TEST_20407,C
TEST_20408,B
TEST_20409,C
TEST_20410,C
TEST_20411,B
TEST_20412,B
TEST_20413,B
TEST_20414,F
TEST_20415,A
TEST_20416,C
TEST_20417,B
TEST_20418,F
TEST_20419,B
TEST_20420,B
TEST_20421,B
TEST_20422,E
TEST_20423,C
TEST_20424,B
TEST_20425,B
TEST_20426,A
TEST_20427,B
TEST_20428,B
TEST_20429,B
TEST_20430,D
TEST_20431,F
TEST_20432,C
TEST_20433,C
TEST_20434,D
TEST_20435,B
TEST_20436,C
TEST_20437,E
TEST_20438,D
TEST_20439,B
TEST_20440,C
TEST_20441,B
TEST_20442,A
TEST_20443,B
TEST_20444,C
TEST_20445,C
TEST_20446,A
TEST_20447,C
TEST_20448,B
TEST_20449,C
TEST_20450,B
TEST_20451,C
TEST_20452,B
TEST_20453,B
TEST_20454,D
TEST_20455,C
TEST_20456,A
TEST_20457,B
TEST_20458,A
TEST_20459,B
TEST_20460,B
TEST_20461,B
TEST_20462,F
TEST_20463,B
TEST_20464,A
TEST_20465,B
TEST_20466,C
TEST_20467,C
TEST_20468,B
TEST_20469,C
TEST_20470,A
TEST_20471,F
TEST_20472,B
TEST_20473,B
TEST_20474,B
TEST_20475,B
TEST_20476,A
TEST_20477,E
TEST_20478,B
TEST_20479,B
TEST_20480,F
TEST_20481,C
TEST_20482,C
TEST_20483,B
TEST_20484,C
TEST_20485,B
TEST_20486,C
TEST_20487,B
TEST_20488,B
TEST_20489,A
TEST_20490,B
TEST_20491,F
TEST_20492,B
TEST_20493,F
TEST_20494,F
TEST_20495,A
TEST_20496,A
TEST_20497,F
TEST_20498,A
TEST_20499,B
TEST_20500,C
TEST_20501,A
TEST_20502,B
TEST_20503,B
TEST_20504,C
TEST_20505,C
TEST_20506,A
TEST_20507,A
TEST_20508,B
TEST_20509,C
TEST_20510,C
TEST_20511,A
TEST_20512,B
TEST_20513,B
TEST_20514,B
TEST_20515,C
TEST_20516,C
TEST_20517,A
TEST_20518,B
TEST_20519,B
TEST_20520,A
TEST_20521,C
TEST_20522,B
TEST_20523,B
TEST_20524,C
TEST_20525,F
TEST_20526,E
TEST_20527,B
TEST_20528,A
TEST_20529,B
TEST_20530,B
TEST_20531,C
TEST_20532,A
TEST_20533,D
TEST_20534,F
TEST_20535,F
TEST_20536,B
TEST_20537,B
TEST_20538,C
TEST_20539,B
TEST_20540,A
TEST_20541,A
TEST_20542,A
TEST_20543,B
TEST_20544,C
TEST_20545,B
TEST_20546,B
TEST_20547,C
TEST_20548,C
TEST_20549,A
TEST_20550,C
TEST_20551,C
TEST_20552,B
TEST_20553,A
TEST_20554,B
TEST_20555,B
TEST_20556,F
TEST_20557,B
TEST_20558,B
TEST_20559,C
TEST_20560,B
TEST_20561,A
TEST_20562,C
TEST_20563,A
TEST_20564,B
TEST_20565,B
TEST_20566,B
TEST_20567,B
TEST_20568,B
TEST_20569,A
TEST_20570,A
TEST_20571,C
TEST_20572,B
TEST_20573,F
TEST_20574,C
TEST_20575,C
TEST_20576,B
TEST_20577,B
TEST_20578,A
TEST_20579,A
TEST_20580,B
TEST_20581,A
TEST_20582,B
TEST_20583,A
TEST_20584,D
TEST_20585,F
TEST_20586,D
TEST_20587,B
TEST_20588,A
TEST_20589,C
TEST_20590,B
TEST_20591,C
TEST_20592,B
TEST_20593,A
TEST_20594,E
TEST_20595,B
TEST_20596,B
TEST_20597,C
TEST_20598,B
TEST_20599,B
TEST_20600,F
TEST_20601,C
TEST_20602,C
TEST_20603,D
TEST_20604,B
TEST_20605,B
TEST_20606,E
TEST_20607,C
TEST_20608,A
TEST_20609,B
TEST_20610,B
TEST_20611,E
TEST_20612,A
TEST_20613,A
TEST_20614,F
TEST_20615,C
TEST_20616,F
TEST_20617,C
TEST_20618,C
TEST_20619,F
TEST_20620,C
TEST_20621,D
TEST_20622,E
TEST_20623,B
TEST_20624,A
TEST_20625,E
TEST_20626,A
TEST_20627,A
TEST_20628,B
TEST_20629,B
TEST_20630,F
TEST_20631,B
TEST_20632,A
TEST_20633,B
TEST_20634,B
TEST_20635,C
TEST_20636,B
TEST_20637,C
TEST_20638,B
TEST_20639,B
TEST_20640,B
TEST_20641,C
TEST_20642,C
TEST_20643,E
TEST_20644,D
TEST_20645,C
TEST_20646,B
TEST_20647,A
TEST_20648,F
TEST_20649,D
TEST_20650,E
TEST_20651,C
TEST_20652,B
TEST_20653,E
TEST_20654,F
TEST_20655,C
TEST_20656,C
TEST_20657,B
TEST_20658,B
TEST_20659,A
TEST_20660,C
TEST_20661,B
TEST_20662,B
TEST_20663,D
TEST_20664,A
TEST_20665,B
TEST_20666,A
TEST_20667,A
TEST_20668,A
TEST_20669,B
TEST_20670,D
TEST_20671,C
TEST_20672,C
TEST_20673,B
TEST_20674,B
TEST_20675,B
TEST_20676,C
TEST_20677,B
TEST_20678,B
TEST_20679,B
TEST_20680,B
TEST_20681,B
TEST_20682,B
TEST_20683,C
TEST_20684,F
TEST_20685,D
TEST_20686,C
TEST_20687,B
TEST_20688,B
TEST_20689,E
TEST_20690,B
TEST_20691,B
TEST_20692,A
TEST_20693,B
TEST_20694,B
TEST_20695,A
TEST_20696,C
TEST_20697,D
TEST_20698,C
TEST_20699,A
TEST_20700,E
TEST_20701,B
TEST_20702,B
TEST_20703,F
TEST_20704,E
TEST_20705,B
TEST_20706,B
TEST_20707,A
TEST_20708,C
TEST_20709,B
TEST_20710,B
TEST_20711,B
TEST_20712,B
TEST_20713,A
TEST_20714,B
TEST_20715,C
TEST_20716,A
TEST_20717,F
TEST_20718,E
TEST_20719,B
TEST_20720,C
TEST_20721,B
TEST_20722,C
TEST_20723,B
TEST_20724,B
TEST_20725,B
TEST_20726,F
TEST_20727,D
TEST_20728,A
TEST_20729,F
TEST_20730,B
TEST_20731,E
TEST_20732,B
TEST_20733,B
TEST_20734,B
TEST_20735,C
TEST_20736,B
TEST_20737,B
TEST_20738,A
TEST_20739,E
TEST_20740,C
TEST_20741,B
TEST_20742,A
TEST_20743,A
TEST_20744,B
TEST_20745,B
TEST_20746,B
TEST_20747,B
TEST_20748,F
TEST_20749,A
TEST_20750,B
TEST_20751,A
TEST_20752,B
TEST_20753,B
TEST_20754,C
TEST_20755,C
TEST_20756,A
TEST_20757,A
TEST_20758,B
TEST_20759,B
TEST_20760,B
TEST_20761,A
TEST_20762,B
TEST_20763,F
TEST_20764,B
TEST_20765,B
TEST_20766,A
TEST_20767,F
TEST_20768,C
TEST_20769,A
TEST_20770,F
TEST_20771,C
TEST_20772,A
TEST_20773,D
TEST_20774,A
TEST_20775,A
TEST_20776,A
TEST_20777,B
TEST_20778,A
TEST_20779,E
TEST_20780,C
TEST_20781,B
TEST_20782,C
TEST_20783,A
TEST_20784,C
TEST_20785,B
TEST_20786,F
TEST_20787,B
TEST_20788,C
TEST_20789,B
TEST_20790,D
TEST_20791,B
TEST_20792,A
TEST_20793,E
TEST_20794,C
TEST_20795,B
TEST_20796,B
TEST_20797,B
TEST_20798,A
TEST_20799,B
TEST_20800,B
TEST_20801,B
TEST_20802,F
TEST_20803,B
TEST_20804,C
TEST_20805,C
TEST_20806,B
TEST_20807,B
TEST_20808,B
TEST_20809,C
TEST_20810,A
TEST_20811,B
TEST_20812,D
TEST_20813,E
TEST_20814,F
TEST_20815,F
TEST_20816,C
TEST_20817,B
TEST_20818,B
TEST_20819,C
TEST_20820,C
TEST_20821,F
TEST_20822,B
TEST_20823,A
TEST_20824,B
TEST_20825,B
TEST_20826,B
TEST_20827,C
TEST_20828,D
TEST_20829,B
TEST_20830,A
TEST_20831,A
TEST_20832,C
TEST_20833,B
TEST_20834,C
TEST_20835,B
TEST_20836,A
TEST_20837,C
TEST_20838,A
TEST_20839,A
TEST_20840,F
TEST_20841,F
TEST_20842,B
TEST_20843,C
TEST_20844,B
TEST_20845,C
TEST_20846,B
TEST_20847,E
TEST_20848,B
TEST_20849,C
TEST_20850,B
TEST_20851,B
TEST_20852,B
TEST_20853,B
TEST_20854,F
TEST_20855,A
TEST_20856,A
TEST_20857,F
TEST_20858,C
TEST_20859,B
TEST_20860,A
TEST_20861,B
TEST_20862,C
TEST_20863,C
TEST_20864,B
TEST_20865,D
TEST_20866,A
TEST_20867,B
TEST_20868,C
TEST_20869,C
TEST_20870,C
TEST_20871,B
TEST_20872,F
TEST_20873,B
TEST_20874,B
TEST_20875,B
TEST_20876,C
TEST_20877,F
TEST_20878,D
TEST_20879,B
TEST_20880,F
TEST_20881,B
TEST_20882,A
TEST_20883,B
TEST_20884,B
TEST_20885,C
TEST_20886,A
TEST_20887,A
TEST_20888,C
TEST_20889,B
TEST_20890,B
TEST_20891,C
TEST_20892,G
TEST_20893,C
TEST_20894,E
TEST_20895,B
TEST_20896,D
TEST_20897,A
TEST_20898,A
TEST_20899,B
TEST_20900,C
TEST_20901,C
TEST_20902,F
TEST_20903,A
TEST_20904,E
TEST_20905,B
TEST_20906,B
TEST_20907,B
TEST_20908,F
TEST_20909,D
TEST_20910,B
TEST_20911,C
TEST_20912,C
TEST_20913,D
TEST_20914,D
TEST_20915,C
TEST_20916,C
TEST_20917,B
TEST_20918,B
TEST_20919,C
TEST_20920,C
TEST_20921,C
TEST_20922,B
TEST_20923,D
TEST_20924,C
TEST_20925,C
TEST_20926,B
TEST_20927,A
TEST_20928,B
TEST_20929,C
TEST_20930,D
TEST_20931,C
TEST_20932,D
TEST_20933,B
TEST_20934,B
TEST_20935,B
TEST_20936,C
TEST_20937,B
TEST_20938,C
TEST_20939,A
TEST_20940,B
TEST_20941,B
TEST_20942,B
TEST_20943,B
TEST_20944,C
TEST_20945,B
TEST_20946,A
TEST_20947,A
TEST_20948,E
TEST_20949,D
TEST_20950,C
TEST_20951,A
TEST_20952,B
TEST_20953,B
TEST_20954,A
TEST_20955,B
TEST_20956,C
TEST_20957,D
TEST_20958,B
TEST_20959,F
TEST_20960,A
TEST_20961,B
TEST_20962,B
TEST_20963,F
TEST_20964,A
TEST_20965,F
TEST_20966,D
TEST_20967,A
TEST_20968,B
TEST_20969,F
TEST_20970,A
TEST_20971,B
TEST_20972,D
TEST_20973,C
